,Unnamed: 0,serieName,extensionCode,extensionUrl,extensionName,extensionImageUrl,extensionReleaseDate,extensionCardNumber
37,37,Sun & Moon Series,SM10A,https://jp.pokellector.com/sets/SM10A-GG-End,GG End Set,https://den-media.pokellector.com/logos/GG-End.logo.267.png,2019-04-05,68
38,38,Sun & Moon Series,SM10,https://jp.pokellector.com/sets/SM10-Double-Blaze,Double Blaze Set,https://den-media.pokellector.com/logos/Double-Blaze.logo.266.png,2019-03-01,116
39,39,Sun & Moon Series,SM9B,https://jp.pokellector.com/sets/SM9B-Full-Metal-Wall,Full Metal Wall Set,https://den-media.pokellector.com/logos/Full-Metal-Wall.logo.263.png,2019-02-01,69
40,40,Sun & Moon Series,SM9A,https://jp.pokellector.com/sets/SM9A-Night-Unison,Night Unison Set,https://den-media.pokellector.com/logos/Night-Unison.logo.262.png,2019-01-11,55
41,41,Sun & Moon Series,SM9,https://jp.pokellector.com/sets/SM9-Tag-Bolt,Tag Bolt Set,https://den-media.pokellector.com/logos/Tag-Bolt.logo.260.png,2018-12-07,95
42,42,Sun & Moon Series,SM8B,https://jp.pokellector.com/sets/SM8B-Ultra-Shiny-GX,Ultra Shiny GX Set,https://den-media.pokellector.com/logos/Ultra-Shiny-GX.logo.241.png,2018-11-02,150
43,43,Sun & Moon Series,SM8A,https://jp.pokellector.com/sets/SM8A-Dark-Order,Dark Order Set,https://den-media.pokellector.com/logos/Dark-Order.logo.245.png,2018-10-05,65
44,44,Sun & Moon Series,SM8,https://jp.pokellector.com/sets/SM8-Explosive-Impact,Explosive Impact Set,https://den-media.pokellector.com/logos/Explosive-Impact.logo.258.png,2018-09-07,111
45,45,Sun & Moon Series,SM7B,https://jp.pokellector.com/sets/SM7B-Fairy-Rise,Fairy Rise Set,https://den-media.pokellector.com/logos/Fairy-Rise.logo.240.png,2018-08-03,50
46,46,Sun & Moon Series,SM7A,https://jp.pokellector.com/sets/SM7A-Thunderclap-Spark,Thunderclap Spark Set,https://den-media.pokellector.com/logos/Thunderclap-Spark.logo.243.png,2018-07-06,60
47,47,Sun & Moon Series,SM7,https://jp.pokellector.com/sets/SM7-Charisma-of-the-Cracked-Sky,Charisma of the Cracked Sky Set,https://den-media.pokellector.com/logos/Charisma-of-the-Cracked-Sky.logo.242.png,2018-06-01,112
48,48,Sun & Moon Series,SM6,https://jp.pokellector.com/sets/SM6-Forbidden-Light,Forbidden Light Set,https://den-media.pokellector.com/logos/Forbidden-Light.logo.235.png,2018-03-02,110
49,49,Sun & Moon Series,SM5+,https://jp.pokellector.com/sets/SM5+-Ultra-Force,Ultra Force Set,https://den-media.pokellector.com/logos/Ultra-Force.logo.238.png,2018-01-19,50
50,50,Sun & Moon Series,SM5S,https://jp.pokellector.com/sets/SM5S-Ultra-Sun,Ultra Sun Set,https://den-media.pokellector.com/logos/Ultra-Sun.logo.232.png,2017-12-08,66
51,51,Sun & Moon Series,SM5M,https://jp.pokellector.com/sets/SM5M-Ultra-Moon,Ultra Moon Set,https://den-media.pokellector.com/logos/Ultra-Moon.logo.233.png,2017-12-08,66
52,52,Sun & Moon Series,SM4+,https://jp.pokellector.com/sets/SM4+-GX-Battle-Boost,GX Battle Boost Set,https://den-media.pokellector.com/logos/GX-Battle-Boost.logo.228.png,2017-10-20,125
53,53,Sun & Moon Series,SM4A,https://jp.pokellector.com/sets/SM4A-The-Transdimensional-Beast,The Transdimensional Beast Set,https://den-media.pokellector.com/logos/The-Transdimensional-Beast.logo.227.png,2017-09-15,50
54,54,Sun & Moon Series,SM4S,https://jp.pokellector.com/sets/SM4S-The-Awoken-Hero,The Awoken Hero Set,https://den-media.pokellector.com/logos/The-Awoken-Hero.logo.226.png,2017-09-15,50
55,55,Sun & Moon Series,SM3+,https://jp.pokellector.com/sets/SM3+-Strengthening-Expansion-Shining-Legends,Strengthening Expansion: Shining Legends Set,https://den-media.pokellector.com/logos/Strengthening-Expansion-Pack-Shining-Legends.logo.224.png,2017-07-15,72
56,56,Sun & Moon Series,SM3N,https://jp.pokellector.com/sets/SM3N-Light-Consuming-Darkness,Light-Consuming Darkness Set,https://den-media.pokellector.com/logos/Light-Consuming-Darkness.logo.218.png,2017-06-16,51
57,57,Sun & Moon Series,SM3H,https://jp.pokellector.com/sets/SM3H-Seen-the-Rainbow-Battle,Seen the Rainbow Battle Set,https://den-media.pokellector.com/logos/Seen-the-Rainbow-Battle.logo.219.png,2017-06-16,51
58,58,Sun & Moon Series,SM2+,https://jp.pokellector.com/sets/SM2+-Strengthening-Expansion-Pack-Beyond-A-New-Challenge,Strengthening Expansion Pack: Beyond A New Challenge Set,https://den-media.pokellector.com/logos/Strengthening-Expansion-Pack-Beyond-A-New-Challenge.logo.212.png,2017-04-21,66
59,59,Sun & Moon Series,SM2L,https://jp.pokellector.com/sets/SM2L-Alola-Moonlight,Alola Moonlight Set,https://den-media.pokellector.com/logos/Alola-Moonlight.logo.210.png,2017-03-17,50
60,60,Sun & Moon Series,SM2K,https://jp.pokellector.com/sets/SM2K-Islands-Awaiting-You,Islands Awaiting You Set,https://den-media.pokellector.com/logos/Islands-Awaiting-You.logo.211.png,2017-03-17,50
61,61,Sun & Moon Series,SM1+,https://jp.pokellector.com/sets/SM1+-Sun-Moon-Strengthening-Expansion,Sun & Moon Strengthening Expansion Set,https://den-media.pokellector.com/logos/Sun-Moon-Strengthening-Expansion.logo.200.png,2017-01-27,51
62,62,Sun & Moon Series,SM1S,https://jp.pokellector.com/sets/SM1S-Collection-Sun,Collection Sun Set,https://den-media.pokellector.com/logos/Collection-Sun.logo.201.png,2016-12-09,60
63,63,Sun & Moon Series,SM1M,https://jp.pokellector.com/sets/SM1M-Collection-Moon,Collection Moon Set,https://den-media.pokellector.com/logos/Collection-Moon.logo.202.png,2016-12-09,60
64,64,Sun & Moon Series,SMP,https://jp.pokellector.com/sets/SMP-Sun-Moon-Promos,Sun & Moon Promos Set,https://den-media.pokellector.com/logos/Sun-Moon-Promos.logo.203.png,2016-11-18,408
